STORM-YVik1-Vindhast-25km;STORM-YVik1-Vindretn-25km;antall_fungerende;YVIK-YtreVikna1-Sum-produksjon (2 hours before);YVIK-YtreVikna1-Sum-produksjon
8.7;149;17;20.03439929;15.69389899
7.6;159;17;20.4850658;12.4698161
6.6;169;17;15.69389899;14.89979907
7.2;177;17;12.4698161;12.17963287
7.2;177;17;14.89979907;14.25779944
7.2;178;17;12.17963287;13.95176624
7.2;178;17;14.25779944;13.58483295
7.1;177;17;13.95176624;16.84318225
7.1;176;17;13.58483295;14.511099300000001
7.0;175;17;16.84318225;14.80744922
6.0;181;17;14.511099300000001;11.78893268
5.0;187;17;14.80744922;5.281949738
4.0;193;17;11.78893268;3.5589499819999997
3.5;226;17;5.281949738;3.2684333339999996
3.0;258;17;3.5589499819999997;3.237
2.0;284;17;3.2684333339999996;3.199483261
1.9;270;17;3.237;3.169066574
1.9;255;17;3.199483261;2.380883331
1.8;241;17;3.169066574;2.516116653
2.0;259;17;2.380883331;2.4853332519999998
2.1;278;17;2.516116653;2.3250665440000002
2.3;296;17;2.4853332519999998;1.9492666630000002
2.5;307;17;2.3250665440000002;1.7690000000000001
2.7;318;17;1.9492666630000002;1.7690000000000001
2.9;329;17;1.7690000000000001;1.7690000000000001
4.3;331;17;1.7690000000000001;1.7690000000000001
5.8;334;17;1.7690000000000001;2.118749947
5.7;337;17;1.7690000000000001;8.882182861
5.1;325;17;2.118749947;7.0489830929999995
4.5;314;17;8.882182861;6.868399628
3.9;302;17;7.0489830929999995;4.679183167
4.6;294;17;6.868399628;4.824433167
5.2;286;17;4.679183167;5.840349762000001
5.9;278;17;4.824433167;6.439216339
6.3;281;17;5.840349762000001;7.2779329829999995
6.7;284;17;6.439216339;16.31734973
7.1;287;17;7.2779329829999995;10.41709937
7.9;279;17;16.31734973;16.92694928
8.7;270;17;10.41709937;20.90299878
10.3;264;17;16.92694928;26.17628235
10.8;265;17;20.90299878;24.59459869
11.2;266;17;26.17628235;30.83976526
11.7;267;17;24.59459869;32.52943213
12.2;264;17;30.83976526;29.98379907
12.7;260;17;32.52943213;32.24914795
13.2;257;17;29.98379907;33.78919873
12.1;261;17;32.24914795;33.69299854
11.1;265;17;33.78919873;33.2535813
10.0;269;17;33.69299854;31.18609827
10.6;265;17;33.2535813;26.99198193
11.3;261;17;31.18609827;24.36048212
10.3;258;17;26.99198193;24.89881567
9.7;258;17;24.36048212;25.97429962
9.0;257;17;24.89881567;19.19124927
8.4;257;17;25.97429962;8.598532776
8.2;269;17;19.19124927;6.776699677000001
7.9;282;17;8.598532776;4.574916382
7.7;294;17;6.776699677000001;6.59434964
8.4;311;17;4.574916382;7.979749695
9.1;327;17;6.59434964;12.96213275
9.8;344;17;7.979749695;29.30889893
9.9;340;17;12.96213275;34.37463208
9.9;337;17;29.30889893;34.98376514
10.3;338;17;34.37463208;34.868331299999994
9.5;338;17;34.98376514;32.50831519
8.7;337;17;34.868331299999994;29.83648193
7.9;337;17;32.50831519;21.9960658
7.3;334;17;29.83648193;9.81744931
6.7;331;17;21.9960658;12.46608276
6.1;328;17;9.81744931;7.857599608999999
5.5;334;17;12.46608276;7.469983032000001
4.9;339;17;7.857599608999999;5.536783203
4.3;345;17;7.469983032000001;4.526866409
4.4;348;17;5.536783203;6.264316589
4.6;351;17;4.526866409;6.462366364
4.3;3;17;6.264316589;8.609049561
5.0;3;17;6.462366364;6.051133125
5.8;3;17;8.609049561;7.234666321000001
6.5;3;17;6.051133125;11.37344952
7.3;0;17;7.234666321000001;13.52034918
8.1;358;17;11.37344952;21.64349854
8.9;355;17;13.52034918;23.97184863
9.1;356;17;21.64349854;16.97238275
9.2;356;17;23.97184863;19.63964941
9.4;357;17;16.97238275;33.85724829
9.8;359;17;19.63964941;36.06941431
10.2;0;17;33.85724829;33.43298169
12.7;352;17;36.06941431;33.8737981
12.4;352;17;33.43298169;38.28551465
12.1;352;17;33.8737981;38.15719873
11.8;352;17;38.28551465;37.09984741
11.7;354;17;38.15719873;36.4405144
11.7;356;17;37.09984741;33.54549951
11.6;358;17;36.4405144;35.261097899999996
11.4;353;17;33.54549951;35.3984314
11.2;349;17;35.261097899999996;37.97103125
11.0;344;17;35.3984314;36.86026465
11.0;345;17;37.97103125;37.26806445
11.1;346;17;36.86026465;35.81241455
11.8;350;17;37.26806445;36.85813086
11.6;350;17;35.81241455;37.78794775
11.5;349;17;36.85813086;36.76571533
11.3;349;17;37.78794775;37.04584814
11.1;347;17;36.76571533;35.26923169
10.8;344;17;37.04584814;35.13388184
10.6;342;17;35.26923169;33.99139819
10.3;342;17;35.13388184;33.96664893
9.9;342;17;33.99139819;30.52128247
9.6;342;17;33.96664893;28.69206592
9.1;338;17;30.52128247;30.20089893
8.6;335;17;28.69206592;24.57404883
8.1;332;17;30.20089893;10.66826617
7.5;330;17;24.57404883;15.62891577
6.8;328;17;10.66826617;11.04099957
6.2;326;17;15.62891577;13.20249945
6.0;321;17;11.04099957;16.47013245
5.8;316;17;13.20249945;14.17746588
5.6;311;17;16.47013245;5.800983062999999
5.5;307;17;14.17746588;6.825616211
5.4;303;17;5.800983062999999;4.009833176
5.3;299;17;6.825616211;2.364816635
4.0;288;17;4.009833176;3.1692665410000003
2.6;278;17;2.364816635;3.595083191
3.0;297;17;3.1692665410000003;3.00653334
2.4;341;17;3.595083191;2.611
1.8;26;17;3.00653334;2.611
1.2;70;17;2.611;2.569
2.3;100;17;2.611;2.497049988
3.4;131;17;2.569;1.814033325
4.5;161;17;2.497049988;2.504483261
4.7;167;17;1.814033325;4.548616455
4.9;172;17;2.504483261;7.520316345
5.1;178;17;4.548616455;7.7794331670000005
5.4;177;17;7.520316345;6.064116394
5.6;176;17;7.7794331670000005;6.227233153999999
3.7;216;17;6.064116394;3.269366531
4.8;239;17;6.227233153999999;6.568749603
6.0;263;17;3.269366531;9.462016357000001
7.1;286;17;6.568749603;10.307383
7.0;290;17;9.462016357000001;8.268316315
6.9;293;17;10.307383;10.80754938
6.8;297;17;8.268316315;15.10861597
5.9;299;17;10.80754938;7.215499756
5.1;302;17;15.10861597;4.16741655
4.2;304;17;7.215499756;2.7142332760000003
3.4;1;17;4.16741655;2.369900002
2.6;58;17;2.7142332760000003;2.166
2.0;314;17;2.369900002;2.166
1.5;1;17;2.166;2.166
1.1;47;17;2.166;2.166
0.6;94;17;2.166;2.166
1.3;110;17;2.166;2.166
1.9;127;17;2.166;1.928849998
2.6;143;17;2.166;2.0162666469999997
3.1;167;17;1.928849998;2.31471666
3.5;192;17;2.0162666469999997;2.432183319
4.0;216;17;2.31471666;2.2429332730000002
4.4;218;17;2.432183319;2.132866608
4.9;219;17;2.2429332730000002;1.8569333190000001
7.5;203;17;2.132866608;3.669783127
7.2;208;17;1.8569333190000001;8.163382996000001
6.9;212;17;3.669783127;9.229282898
6.6;217;17;8.163382996000001;6.251116379
6.2;196;17;9.229282898;10.24634924
5.7;176;17;6.251116379;11.40673291
5.3;155;17;10.24634924;9.835032959
5.6;159;17;11.40673291;7.96146637
5.8;163;17;9.835032959;6.340049866
6.1;167;17;7.96146637;6.0637828979999995
6.0;166;17;6.340049866;5.009433075
5.9;165;17;6.0637828979999995;6.761666228999999
5.5;161;17;5.009433075;8.552516296
5.1;169;17;6.761666228999999;7.777033081
4.6;177;17;8.552516296;5.615349884
4.2;185;17;7.777033081;4.509899811
6.8;234;17;5.615349884;3.894466553
9.4;283;17;4.509899811;3.361833237
12.0;332;17;3.894466553;32.80681519
11.8;335;17;3.361833237;36.0783645
11.5;338;17;32.80681519;36.47306396
11.3;341;17;36.0783645;36.70118066
10.8;338;17;36.47306396;36.46556543
10.4;334;17;36.70118066;34.02644849
9.9;331;17;36.46556543;30.81163159
9.8;327;17;34.02644849;31.36879834
9.6;323;17;30.81163159;25.777865600000002
9.5;319;17;31.36879834;27.65506567
9.0;316;17;25.777865600000002;24.42473181
8.6;312;17;27.65506567;21.11164941
8.2;312;17;24.42473181;17.85753247
7.9;308;17;21.11164941;19.29323242
7.6;303;17;17.85753247;15.19423254
7.3;299;17;19.29323242;11.32763275
7.0;286;17;15.19423254;12.84679956
6.8;273;17;11.32763275;8.390916229
7.4;257;17;12.84679956;11.08834949
8.4;254;17;8.390916229;13.44703284
9.5;252;17;11.08834949;17.16819946
10.5;249;17;13.44703284;17.60646594
11.0;247;17;17.16819946;25.70451563
11.4;245;17;17.60646594;27.42123242
11.9;243;17;25.70451563;30.03519897
12.2;242;17;27.42123242;32.82326563
12.4;242;17;30.03519897;34.37879785
12.7;241;17;32.82326563;35.08124854
12.6;242;17;34.37879785;35.149964600000004
12.6;244;17;35.08124854;35.29201563
12.5;245;17;35.149964600000004;35.08309888
13.0;242;17;35.29201563;35.25798193
13.4;238;17;35.08309888;34.98644897
13.9;235;17;35.25798193;35.30986475
14.2;234;17;34.98644897;36.37564795
14.5;232;17;35.30986475;37.38714819
15.0;230;17;36.37564795;38.47641602
14.8;227;17;37.38714819;38.54016553
14.6;225;17;38.47641602;37.61199902
14.4;222;17;38.54016553;35.84146509
13.3;228;17;37.61199902;36.26616479
12.1;234;17;35.84146509;37.09041504
12.5;240;17;36.26616479;36.24473242
11.7;240;17;37.09041504;33.95391479
10.9;240;17;36.24473242;31.30636475
10.1;240;17;33.95391479;22.23748169
9.8;240;17;31.30636475;24.90759912
9.4;239;17;22.23748169;28.62968213
9.1;239;17;24.90759912;25.26278247
8.8;239;17;28.62968213;20.89738306
8.4;238;17;25.26278247;14.64738232
8.1;238;17;20.89738306;12.62116608
8.2;233;17;14.64738232;9.551899536
8.4;229;17;12.62116608;10.17426605
8.5;224;17;9.551899536;8.645399628
8.7;224;17;10.17426605;7.709066406
9.0;225;17;8.645399628;5.871899796
9.2;225;17;7.709066406;18.30796558
8.8;218;17;5.871899796;14.01601605
8.4;212;17;18.30796558;14.88993286
7.5;203;17;14.01601605;17.5649491
7.0;200;17;14.88993286;16.50983228
6.6;198;17;17.5649491;13.93923248
6.1;195;17;16.50983228;10.88653284
6.1;213;17;13.93923248;7.9323996889999995
6.0;230;17;10.88653284;8.628549774
6.3;227;17;7.9323996889999995;7.829649857000001
6.3;224;17;8.628549774;6.9514665220000005
6.4;222;17;7.829649857000001;5.666116531
6.4;219;17;6.9514665220000005;6.92276651
6.5;216;17;5.666116531;6.568366486
6.7;214;17;6.92276651;6.6830163879999995
6.8;211;17;6.568366486;7.151499908
6.5;209;17;6.6830163879999995;6.993249695
6.1;207;17;7.151499908;5.556566574
5.8;205;17;6.993249695;4.996183304
5.5;203;17;5.556566574;4.545
5.3;201;17;4.996183304;4.434
5.0;199;17;4.545;4.434
4.7;204;17;4.434;4.252100006
4.4;209;17;4.434;4.113
4.1;214;17;4.252100006;4.113
3.6;231;17;4.113;4.113
3.0;249;17;4.113;4.113
2.1;287;17;4.113;4.133
2.6;297;17;4.113;4.213
3.1;308;17;4.133;4.151399994
3.6;318;17;4.213;4.123316666
4.4;321;17;4.151399994;4.118316666
5.1;324;17;4.123316666;4.096933319
5.1;340;17;4.118316666;9.12859967
5.6;335;17;4.096933319;14.94549976
6.0;331;17;9.12859967;14.04594946
6.5;326;17;14.94549976;12.98718265
6.1;318;17;14.04594946;12.64329956
5.7;311;17;12.98718265;10.70203302
5.3;303;17;12.64329956;8.990949707
7.2;312;17;10.70203302;9.888249573
9.2;320;17;8.990949707;15.41743286
11.1;329;17;9.888249573;
10.3;320;17;15.41743286;
9.5;312;17;;
8.7;303;17;;
8.7;294;17;;
8.8;286;17;;
8.8;277;15;;20.83398291
9.4;275;15;;25.70343262
10.1;273;15;20.83398291;28.26399902
9.2;273;15;25.70343262;30.08543237
9.3;271;15;28.26399902;31.48451501
9.4;270;17;30.08543237;32.46263159
9.5;268;17;31.48451501;28.41923242
9.1;265;17;32.46263159;23.36121582
8.7;263;17;28.41923242;22.54376605
8.5;267;17;23.36121582;17.50481555
7.8;261;17;22.54376605;10.88661609
7.2;256;17;17.50481555;6.961366347999999
6.5;250;17;10.88661609;3.883016434
6.5;233;17;6.961366347999999;4.229683228
6.4;216;17;3.883016434;8.107016235
6.4;199;17;4.229683228;7.259882996
6.6;185;17;8.107016235;7.618566345
6.8;170;17;7.259882996;8.831982971
7.0;156;17;7.618566345;9.719999634
7.2;156;17;8.831982971;10.13129938
7.3;157;17;9.719999634;15.39301611
7.5;157;17;10.13129938;19.75756604
8.1;154;17;15.39301611;23.49559875
8.7;151;17;19.75756604;31.62116553
9.3;148;16;23.49559875;32.03439893
9.6;147;16;31.62116553;30.52064868
9.8;145;16;32.03439893;32.78491528
9.9;147;16;30.52064868;32.23903247
9.5;147;16;32.78491528;27.04353223
9.1;148;17;32.23903247;22.28421582
8.7;148;17;27.04353223;19.55673254
8.7;148;17;22.28421582;16.32061584
8.6;147;17;19.55673254;16.29249927
9.2;147;17;16.32061584;23.90636597
8.7;151;17;16.29249927;27.81298242
8.1;154;17;23.90636597;28.86026514
7.6;158;17;27.81298242;28.10254883
7.9;155;17;28.86026514;20.02539941
8.3;152;17;28.10254883;19.78314832
8.6;149;17;20.02539941;19.05204907
7.9;154;17;19.78314832;12.38563293
7.3;158;17;19.05204907;10.34998273
6.6;163;17;12.38563293;8.072449585
6.4;168;17;10.34998273;4.8519664
6.3;172;17;8.072449585;3.370649933
6.1;177;17;4.8519664;4.234499817
5.9;198;17;3.370649933;5.282416382
5.7;218;17;4.234499817;7.771749634
5.5;239;17;5.282416382;6.383249725
6.1;233;17;7.771749634;9.060732848999999
6.7;228;17;6.383249725;15.42541589
7.4;223;17;9.060732848999999;15.654632999999999
7.7;216;17;15.42541589;14.34084961
7.9;210;17;15.654632999999999;6.4940163570000005
8.2;203;17;14.34084961;14.9241828
8.2;191;17;6.4940163570000005;23.360632199999998
8.1;179;17;14.9241828;21.26924878
8.2;168;17;23.360632199999998;18.17431592
8.9;162;17;21.26924878;18.75294885
9.7;156;17;18.17431592;22.35439868
10.4;150;17;18.75294885;30.37483203
10.5;150;17;22.35439868;31.15739868
10.7;149;17;30.37483203;31.19979858
10.8;149;17;31.15739868;29.12871582
11.0;150;17;31.19979858;33.93264917
11.3;150;17;29.12871582;36.46846484
11.5;151;17;33.93264917;35.86914844
11.6;149;17;36.46846484;35.27313208
11.8;146;17;35.86914844;35.32648193
11.9;144;17;35.27313208;36.69793237
13.5;164;17;35.32648193;36.07174805
15.0;184;17;36.69793237;35.81694727
16.6;204;17;36.07174805;36.09501465
15.3;212;17;35.81694727;35.66289771
13.9;220;17;36.09501465;29.87234863
11.9;228;17;35.66289771;25.784865600000003
12.4;225;17;29.87234863;24.63329907
13.0;222;17;25.784865600000003;22.45578271
13.5;219;17;24.63329907;30.91728198
12.3;219;17;22.45578271;23.98856555
11.2;220;17;30.91728198;26.33024927
9.8;213;17;23.98856555;25.52008228
9.9;229;17;26.33024927;22.41793201
10.1;245;17;25.52008228;29.76476538
10.2;261;17;22.41793201;32.69768201
10.7;254;17;29.76476538;26.81516541
11.3;248;17;32.69768201;27.08966577
11.8;241;17;26.81516541;25.56831592
11.8;236;17;27.08966577;26.29543164
11.9;231;17;25.56831592;31.20574854
11.9;226;17;26.29543164;28.41809888
11.6;224;17;31.20574854;22.97984888
11.3;223;17;28.41809888;23.20329919
11.0;221;17;22.97984888;23.57358191
11.1;220;17;23.20329919;24.765965700000002
11.1;220;17;23.57358191;24.85004871
11.2;219;17;24.765965700000002;25.10758215
11.8;216;17;24.85004871;25.24731555
12.5;213;17;25.10758215;25.00613257
11.2;214;17;25.24731555;30.79884814
11.7;212;17;25.00613257;32.19949878
12.2;211;17;30.79884814;30.76126538
12.7;209;17;32.19949878;30.28838232
13.2;206;17;30.76126538;34.08571509
13.7;203;17;30.28838232;34.28206494
13.2;210;17;34.08571509;33.21776465
13.6;208;17;34.28206494;33.06441528
14.0;205;17;33.21776465;32.78746509
14.4;203;17;33.06441528;32.9608811
14.0;198;17;32.78746509;36.06781543
13.7;194;17;32.9608811;34.73526587
13.3;189;17;36.06781543;31.5534989
13.3;187;17;34.73526587;32.00001514
13.2;184;17;31.5534989;32.69878174
13.2;182;17;32.00001514;33.42686523
13.1;187;17;32.69878174;33.80983154
13.0;192;17;33.42686523;34.51849805
12.6;194;17;33.80983154;33.94331445
11.8;190;17;34.51849805;34.79481543
11.1;187;17;33.94331445;32.98346533
10.3;183;17;34.79481543;28.26099829
10.1;184;17;32.98346533;28.37568188
9.8;185;17;28.26099829;29.77814819
9.6;186;17;28.37568188;26.99196606
8.7;189;17;29.77814819;29.82771582
7.8;192;17;26.99196606;30.22751538
6.9;195;17;29.82771582;31.84374872
6.5;193;17;30.22751538;32.7985647
6.1;190;17;31.84374872;29.06806543
8.1;171;17;32.7985647;21.04566565
7.8;162;17;29.06806543;14.48753284
7.6;154;17;21.04566565;9.800399475
7.3;145;17;14.48753284;10.55741614
7.0;144;17;9.800399475;8.715699646000001
6.6;143;17;10.55741614;5.227116516000001
6.3;142;17;8.715699646000001;4.3294331360000005
5.7;144;17;5.227116516000001;4.202049835
5.0;147;17;4.3294331360000005;3.7202332
4.4;149;17;4.202049835;6.524833191
3.5;142;17;3.7202332;9.418782898
2.7;134;17;6.524833191;11.326966
7.0;133;17;9.418782898;13.864666199999998
6.5;113;17;11.326966;9.260566101
5.9;93;17;13.864666199999998;5.796532958999999
5.4;73;17;9.260566101;3.9365831910000004
5.2;57;17;5.796532958999999;6.43364975
5.1;41;17;3.9365831910000004;5.862232971
4.9;25;17;6.43364975;4.656349854
5.4;14;17;5.862232971;8.607149475
6.0;2;17;4.656349854;6.488999664
6.5;351;17;8.607149475;9.535899597
7.7;350;17;6.488999664;20.94298193
8.8;349;17;9.535899597;35.64289819
9.7;351;17;20.94298193;36.62743286
9.5;344;17;35.64289819;34.93616528
9.4;338;17;36.62743286;33.61291528
9.2;331;17;34.93616528;26.45899902
9.6;329;17;33.61291528;30.92621509
10.0;328;17;26.45899902;32.44794849
10.4;326;17;30.92621509;32.40174902
10.6;322;17;32.44794849;35.68031494
10.7;319;17;32.40174902;34.98358179
10.9;315;17;35.68031494;30.22521509
10.7;315;17;34.98358179;32.41714844
10.6;316;17;30.22521509;30.54596582
10.5;310;17;32.41714844;32.26041577
10.7;309;17;30.54596582;34.32026611
11.0;309;17;32.26041577;34.45913086
11.2;308;17;34.32026611;34.04209839
11.1;306;17;34.45913086;31.74566528
10.9;303;17;34.04209839;31.09203198
10.8;301;17;31.74566528;31.80001514
10.4;300;17;31.09203198;31.1419646
9.9;299;17;31.80001514;29.90984863
9.5;298;17;31.1419646;34.12408179
9.0;296;17;29.90984863;33.80413135
8.4;293;17;34.12408179;31.06379883
8.4;285;17;33.80413135;28.0800321
7.8;283;17;31.06379883;29.42101514
7.3;280;17;28.0800321;24.89983215
6.7;278;17;29.42101514;21.11864917
6.3;275;17;24.89983215;18.71328253
6.0;272;17;21.11864917;13.49634924
5.6;269;17;18.71328253;8.32653299
5.2;257;17;13.49634924;6.646716446
4.7;244;17;8.32653299;4.091999847
4.3;232;17;6.646716446;6.965332947
4.6;214;17;4.091999847;10.40226611
4.9;195;17;6.965332947;8.110182738999999
5.5;166;17;10.40226611;5.681933075
5.8;160;17;8.110182738999999;6.4194997560000004
6.1;155;16;5.681933075;7.976333007999999
6.4;149;16;6.4194997560000004;10.16803311
6.5;147;16;7.976333007999999;11.92466589
6.7;146;16;10.16803311;13.31536627
6.8;144;17;11.92466589;12.86821606
6.7;141;16;13.31536627;15.96291614
6.5;139;16;12.86821606;10.83213275
6.4;136;17;15.96291614;8.648049499999999
5.4;155;17;10.83213275;6.6558164060000005
4.4;174;17;8.648049499999999;5.038416473
5.2;198;17;6.6558164060000005;4.896199921
5.2;190;17;5.038416473;5.216149811
5.1;181;17;4.896199921;5.447649902
5.1;173;17;5.216149811;5.695066467
5.4;175;17;5.447649902;6.342733093
5.8;177;17;5.695066467;7.24866626
6.1;179;17;6.342733093;6.5956661070000004
6.9;184;17;7.24866626;8.307566223
7.8;188;17;6.5956661070000004;10.35266602
8.6;193;17;8.307566223;15.20456555
9.9;214;17;10.35266602;20.53644885
11.3;235;17;15.20456555;15.17628247
12.6;248;17;20.53644885;28.96576563
12.4;252;17;15.17628247;34.48074878
12.3;255;17;28.96576563;33.54328125
12.1;259;17;34.48074878;33.546864500000005
11.8;263;17;33.54328125;31.88881555
11.5;268;17;33.546864500000005;33.07803125
11.2;272;17;31.88881555;34.22136426
10.8;274;17;33.07803125;34.27789893
10.4;277;17;34.22136426;35.99843164
10.0;279;17;34.27789893;35.564564700000005
10.6;285;17;35.99843164;35.89633179
11.3;291;17;35.564564700000005;36.68268115
10.6;294;17;35.89633179;36.78149756
10.4;296;17;36.68268115;36.67956567
10.2;298;17;36.78149756;36.84913135
10.0;300;17;36.67956567;30.35576563
9.0;296;17;36.84913135;33.55961523
8.1;292;17;30.35576563;19.52768262
7.1;288;17;33.55961523;17.03564917
6.3;286;17;19.52768262;11.4332663
5.4;284;17;17.03564917;9.470799683
4.6;282;17;11.4332663;5.047349823
4.1;265;17;9.470799683;3.6615665280000003
3.6;248;17;5.047349823;3.03958316
4.8;193;17;3.6615665280000003;2.8569999999999998
5.5;178;17;3.03958316;3.57244989
6.2;162;16;2.8569999999999998;5.055766418
6.9;147;16;3.57244989;12.89486621
7.4;138;16;5.055766418;15.46714923
8.0;129;16;12.89486621;15.78278259
8.5;120;17;15.46714923;23.2643324
9.0;124;17;15.78278259;25.85544897
9.4;129;17;23.2643324;32.94929822
9.9;133;17;25.85544897;35.92251465
9.6;144;17;32.94929822;35.71926514
9.2;156;17;35.92251465;36.41506445
8.9;162;17;35.71926514;32.73268188
8.5;164;17;36.41506445;23.74798181
8.0;167;17;32.73268188;19.52646606
7.6;169;17;23.74798181;11.79943262
8.2;196;17;19.52646606;12.25668292
8.8;222;17;11.79943262;24.37514954
9.4;249;17;12.25668292;25.80198242
9.3;247;17;24.37514954;27.11376563
9.1;244;17;25.80198242;23.1981156
9.0;242;17;27.11376563;27.78579883
9.4;235;17;23.1981156;25.63199878
9.7;228;17;27.78579883;22.94116565
10.1;225;17;25.63199878;23.14603198
10.6;220;17;22.94116565;12.7846496
11.0;214;17;23.14603198;18.41653247
11.5;209;17;12.7846496;27.67788208
11.4;210;17;18.41653247;24.29181567
11.2;211;17;27.67788208;27.42698254
11.1;212;17;24.29181567;29.59589941
11.2;208;17;27.42698254;28.57261523
11.4;204;17;29.59589941;22.67531555
11.5;200;17;28.57261523;25.63291528
12.4;202;17;22.67531555;35.62449902
13.3;204;17;25.63291528;34.34768164
12.7;230;17;35.62449902;33.55483154
12.7;224;17;34.34768164;28.19339868
12.6;218;17;33.55483154;26.07614893
12.6;212;17;28.19339868;34.5089314
11.9;207;17;26.07614893;33.20991504
11.1;202;17;34.5089314;30.94893213
10.4;197;17;33.20991504;29.05971509
9.9;183;17;30.94893213;24.32926526
9.5;169;17;29.05971509;22.33743201
9.0;155;17;24.32926526;17.73471582
8.6;151;17;22.33743201;14.61259949
8.2;148;17;17.73471582;16.76348212
7.5;154;17;14.61259949;18.45854895
6.9;149;17;16.76348212;15.33499902
6.2;144;17;18.45854895;11.6086828
5.6;139;17;15.33499902;7.342899719
5.1;131;17;11.6086828;4.793266449
4.6;122;17;7.342899719;4.084566589
4.1;114;17;4.793266449;4.060866608
4.3;111;17;4.084566589;3.4345665889999997
4.5;109;17;4.060866608;2.677866608
4.7;106;17;3.4345665889999997;2.8701499630000002
4.4;112;17;2.677866608;3.760249908
4.1;118;17;2.8701499630000002;4.371949829
3.7;108;17;3.760249908;3.772116608
3.6;119;17;4.371949829;3.686566498
3.6;130;17;3.772116608;3.957083252
3.5;141;17;3.686566498;3.6617666630000003
3.8;145;17;3.957083252;3.279833282
4.2;150;17;3.6617666630000003;3.249183258
4.5;154;17;3.279833282;3.6652164610000004
4.6;151;17;3.249183258;5.440783112
4.7;147;17;3.6652164610000004;4.729199799
4.8;144;17;5.440783112;4.964566406
4.6;141;17;4.729199799;5.168283112
4.3;139;17;4.964566406;5.227566345
4.6;142;17;5.168283112;4.5556165769999994
4.6;140;17;5.227566345;3.803533295
4.7;138;17;4.5556165769999994;3.4276666110000003
4.7;136;17;3.803533295;2.892649963
4.3;131;17;3.4276666110000003;2.71
4.0;126;17;2.892649963;2.7638666689999996
3.6;121;17;2.71;2.88006662
3.4;125;17;2.7638666689999996;3.273799988
3.2;128;17;2.88006662;3.152666656
3.0;132;17;3.273799988;2.883733322
3.1;137;17;3.152666656;2.533
3.1;141;17;2.883733322;2.533
3.9;146;17;2.533;2.533
4.0;147;17;2.533;2.533
4.2;148;17;2.533;2.533
4.3;149;17;2.533;2.533
4.4;148;17;2.533;2.533
4.6;146;17;2.533;2.533
4.7;145;17;2.533;2.467448273
4.6;144;17;2.533;2.15086203
4.5;144;17;2.467448273;2.278083313
4.4;143;17;2.15086203;2.028516655
4.7;143;17;2.278083313;2.261896439
5.0;144;17;2.028516655;3.220199829
5.7;148;17;2.261896439;5.531633117999999
5.7;146;17;3.220199829;5.6168164670000005
5.7;145;17;5.531633117999999;5.290666534
5.7;143;17;5.6168164670000005;4.073183258
5.6;141;17;5.290666534;3.373099945
5.4;140;17;4.073183258;2.9919166560000003
5.3;138;17;3.373099945;2.627833298
5.1;139;17;2.9919166560000003;2.772666595
5.0;139;17;2.627833298;4.41883316
4.8;140;17;2.772666595;5.041833191
4.5;137;17;4.41883316;4.258899887
4.2;133;17;5.041833191;3.834549988
4.4;144;17;4.258899887;3.0987832789999996
4.4;143;17;3.834549988;2.537866653
4.5;143;17;3.0987832789999996;2.418666656
4.5;142;17;2.537866653;2.457
4.4;143;17;2.418666656;2.306799995
4.3;143;17;2.457;2.347250008
4.2;144;17;2.306799995;2.383399994
4.3;144;17;2.347250008;2.417933258
4.4;143;17;2.383399994;2.1461999659999997
4.5;143;17;2.417933258;2.210516571
4.9;144;17;2.1461999659999997;2.8921499330000002
5.2;145;17;2.210516571;4.9992831419999995
6.3;146;17;2.8921499330000002;6.122299896
6.6;147;17;4.9992831419999995;6.967966248
6.8;148;17;6.122299896;8.846266296
7.1;149;17;6.967966248;12.73498267
7.1;148;17;8.846266296;14.02084955
